Chr Start End Length Strand_Up Gene_Up Strand_Down Gene_Down
ENSG00000178988 4 6711608 6717841 6234 -1 ENSG00000178988 1 ENSG00000186222
ENSG00000186222 4 6719388 6783101 63714 1 ENSG00000186222 1 ENSG00000170871
ENSG00000170871 4 6885898 6910968 25071 1 ENSG00000170871 1 ENSG00000132405
ENSG00000132405 4 7034846 7043625 8780 1 ENSG00000132405 1 ENSG00000173011
ENSG00000173011 4 7059680 7060632 953 1 ENSG00000173011 -1 ENSG00000109519
ENSG00000109519 4 7069925 7760440 690516 -1 ENSG00000109519 -1 ENSG00000196526
ENSG00000196526 4 7941654 8437866 496213 -1 ENSG00000196526 1 ENSG00000155275
ENSG00000155275 4 8495259 9446259 951001 1 ENSG00000155275 1 ENSG00000186146
ENSG00000186146 4 9452241 10075962 623722 1 ENSG00000186146 -1 ENSG00000071127
ENSG00000071127 4 10118574 13362977 3244404 -1 ENSG00000071127 -1 ENSG00000157869
ENSG00000157869 4 13485990 13570361 84372 -1 ENSG00000157869 -1 ENSG00000038219
ENSG00000038219 4 13629348 15004297 1374950 -1 ENSG00000038219 1 ENSG00000137449
ENSG00000137449 4 15071778 15471488 399711 1 ENSG00000137449 1 ENSG00000048342
ENSG00000048342 4 15603181 15606161 2981 1 ENSG00000048342 -1 ENSG00000118564
ENSG00000118564 4 15683303 15683284 -18 -1 ENSG00000118564 1 ENSG00000237765
ENSG00000237765 4 15707189 15937191 230003 1 ENSG00000237765 -1 ENSG00000137440
ENSG00000137440 4 15940364 16162127 221764 -1 ENSG00000137440 -1 ENSG00000169762
ENSG00000169762 4 16229034 17461883 1232850 -1 ENSG00000169762 -1 ENSG00000151552
ENSG00000151552 4 17513858 17578814 64957 -1 ENSG00000151552 1 ENSG00000002549
ENSG00000002549 4 17609596 17616253 6658 1 ENSG00000002549 1 ENSG00000118579
ENSG00000118579 4 17627478 17630928 3451 1 ENSG00000118579 -1 ENSG00000047662
ENSG00000047662 4 17783136 17802277 19142 -1 ENSG00000047662 -1 ENSG00000163257
ENSG00000163257 4 17812382 17812524 143 -1 ENSG00000163257 1 ENSG00000109805
ENSG00000109805 4 17846486 20697904 2851419 1 ENSG00000109805 1 ENSG00000163138
ENSG00000163138 4 20754531 22346693 1592163 1 ENSG00000163138 -1 ENSG00000152990
ENSG00000152990 4 22517678 23756663 1238986 -1 ENSG00000152990 -1 ENSG00000109819
ENSG00000109819 4 23905713 24519063 613351 -1 ENSG00000109819 -1 ENSG00000109606
ENSG00000109606 4 24586174 25121626 535453 -1 ENSG00000109606 -1 ENSG00000109618
ENSG00000109618 4 25162205 25162262 58 -1 ENSG00000109618 1 ENSG00000038210
ENSG00000038210 4 25280715 25314406 33692 1 ENSG00000038210 1 ENSG00000168228
ENSG00000168228 4 25372006 25378834 6829 1 ENSG00000168228 1 ENSG00000053900
ENSG00000053900 4 25420121 25749054 328934 1 ENSG00000053900 -1 ENSG00000091490
ENSG00000091490 4 25865383 25863451 -1931 -1 ENSG00000091490 1 ENSG00000250317
ENSG00000250317 4 25931436 26165076 233641 1 ENSG00000250317 1 ENSG00000168214
ENSG00000168214 4 26436542 26578058 141517 1 ENSG00000168214 1 ENSG00000109680
ENSG00000109680 4 26756974 26859299 102326 1 ENSG00000109680 1 ENSG00000109689
ENSG00000109689 4 27027004 30722036 3695033 1 ENSG00000109689 1 ENSG00000169851
ENSG00000169851 4 31148423 35949842 4801420 1 ENSG00000169851 -1 ENSG00000047365
ENSG00000047365 4 36246132 37828254 1582123 -1 ENSG00000047365 1 ENSG00000169299
ENSG00000169299 4 37864559 37892707 28149 1 ENSG00000169299 1 ENSG00000065882
ENSG00000065882 4 38140797 38665816 525020 1 ENSG00000065882 1 ENSG00000109787
ENSG00000109787 4 38702664 38869297 166634 1 ENSG00000109787 1 ENSG00000197712
ENSG00000197712 4 38947361 38968364 21004 1 ENSG00000197712 -1 ENSG00000121895
ENSG00000121895 4 39034543 39046658 12116 -1 ENSG00000121895 1 ENSG00000109790
ENSG00000109790 4 39128478 39184023 55546 1 ENSG00000109790 1 ENSG00000157796
ENSG00000157796 4 39287431 39289075 1645 1 ENSG00000157796 -1 ENSG00000035928
ENSG00000035928 4 39367996 39455743 87748 -1 ENSG00000035928 -1 ENSG00000163682
ENSG00000163682 4 39460569 39460619 51 -1 ENSG00000163682 1 ENSG00000121897
ENSG00000121897 4 39479274 39500374 21101 1 ENSG00000121897 -1 ENSG00000109814
ENSG00000109814 4 39529932 39552540 22609 -1 ENSG00000109814 -1 ENSG00000163683
ENSG00000163683 4 39640711 39699663 58953 -1 ENSG00000163683 1 ENSG00000078140
ENSG00000078140 4 39784413 39824482 40070 1 ENSG00000078140 -1 ENSG00000121892
ENSG00000121892 4 39979577 40058445 78869 -1 ENSG00000121892 1 ENSG00000078177
ENSG00000078177 4 40159873 40337345 177473 1 ENSG00000078177 1 ENSG00000174343
ENSG00000174343 4 40357235 40425271 68037 1 ENSG00000174343 -1 ENSG00000163694
ENSG00000163694 4 40632893 40812043 179151 -1 ENSG00000163694 -1 ENSG00000163697
ENSG00000163697 4 41218732 41361623 142892 -1 ENSG00000163697 1 ENSG00000064042
ENSG00000064042 4 41702062 41937136 235075 1 ENSG00000064042 1 ENSG00000109133
ENSG00000109133 4 41962590 41992488 29899 1 ENSG00000109133 1 ENSG00000014824
ENSG00000014824 4 42089552 44680443 2590892 1 ENSG00000014824 1 ENSG00000151806
ENSG00000151806 4 44702944 44703884 941 1 ENSG00000151806 -1 ENSG00000163281
ENSG00000163281 4 44728613 47452884 2724272 -1 ENSG00000163281 -1 ENSG00000169019
ENSG00000169019 4 47465737 47487304 21568 -1 ENSG00000169019 1 ENSG00000145246
ENSG00000145246 4 47595504 47849256 253753 1 ENSG00000145246 -1 ENSG00000170448
ENSG00000170448 4 47916654 48343338 426685 -1 ENSG00000170448 1 ENSG00000109171
ENSG00000109171 4 48428230 48499377 71148 1 ENSG00000109171 -1 ENSG00000075539
ENSG00000075539 4 48782340 48807228 24889 -1 ENSG00000075539 1 ENSG00000109180
ENSG00000109180 4 48863835 48887035 23201 1 ENSG00000109180 -1 ENSG00000145247
ENSG00000145247 4 48908955 52709165 3800211 -1 ENSG00000145247 1 ENSG00000109184
ENSG00000109184 4 52783004 52886871 103868 1 ENSG00000109184 -1 ENSG00000163069
ENSG00000163069 4 52904649 53460339 555691 -1 ENSG00000163069 -1 ENSG00000109189
ENSG00000109189 4 53525503 53739148 213646 -1 ENSG00000109189 -1 ENSG00000184178
ENSG00000184178 4 54232243 54243809 11567 -1 ENSG00000184178 1 ENSG00000145216
ENSG00000145216 4 55161440 56212275 1050836 1 ENSG00000145216 1 ENSG00000128039
ENSG00000128039 4 56239264 56262123 22860 1 ENSG00000128039 1 ENSG00000134851
ENSG00000134851 4 56292340 56294069 1730 1 ENSG00000134851 -1 ENSG00000134852
ENSG00000134852 4 56413306 56719781 306476 -1 ENSG00000134852 1 ENSG00000090989
ENSG00000090989 4 56771201 56815036 43836 1 ENSG00000090989 1 ENSG00000174799
ENSG00000174799 4 56899530 57204455 304926 1 ENSG00000174799 -1 ENSG00000157426
ENSG00000157426 4 57253667 57259527 5861 -1 ENSG00000157426 -1 ENSG00000128059
ENSG00000128059 4 57301782 57301906 125 -1 ENSG00000128059 1 ENSG00000128050
ENSG00000128050 4 57327535 57333080 5546 1 ENSG00000128050 1 ENSG00000174780
ENSG00000174780 4 57369840 57774074 404235 1 ENSG00000174780 1 ENSG00000084093
ENSG00000084093 4 57802011 57829535 27525 1 ENSG00000084093 -1 ENSG00000084092
ENSG00000084092 4 57844990 57843887 -1102 -1 ENSG00000084092 1 ENSG00000047315
ENSG00000047315 4 57897335 68337520 10440186 1 ENSG00000047315 -1 ENSG00000145241
ENSG00000145241 4 68411325 68481478 70154 -1 ENSG00000145241 -1 ENSG00000033178
ENSG00000033178 4 68566898 69176104 609207 -1 ENSG00000033178 -1 ENSG00000083896
ENSG00000083896 4 69215808 71062212 1846405 -1 ENSG00000083896 1 ENSG00000109205
ENSG00000109205 4 71070294 71554195 483902 1 ENSG00000109205 1 ENSG00000132467
ENSG00000132467 4 71556268 71569920 13653 1 ENSG00000132467 1 ENSG00000018189
ENSG00000018189 4 71673033 71681498 8466 1 ENSG00000018189 -1 ENSG00000132463
ENSG00000132463 4 71705663 71768042 62380 -1 ENSG00000132463 1 ENSG00000173542
ENSG00000173542 4 71888167 71858254 -29912 1 ENSG00000173542 1 ENSG00000156136
ENSG00000156136 4 71896632 73921796 2025165 1 ENSG00000156136 -1 ENSG00000163626
ENSG00000163626 4 73935473 73939092 3620 -1 ENSG00000163626 -1 ENSG00000132466
ENSG00000132466 4 74124516 74606222 481707 -1 ENSG00000132466 1 ENSG00000169429
ENSG00000169429 4 74609434 74902305 292872 1 ENSG00000169429 -1 ENSG00000163734
ENSG00000163734 4 74904525 74962751 58227 -1 ENSG00000163734 -1 ENSG00000081041
ENSG00000081041 4 74965011 74979890 14880 -1 ENSG00000081041 1 ENSG00000163738
ENSG00000163738 4 75168817 75174189 5373 1 ENSG00000163738 1 ENSG00000182585
ENSG00000182585 4 75181025 76404246 1223222 1 ENSG00000182585 -1 ENSG00000163743
ENSG00000163743 4 76439975 76439155 -819 -1 ENSG00000163743 1 ENSG00000174796
ENSG00000174796 4 76475684 76567965 92282 1 ENSG00000174796 -1 ENSG00000138757
ENSG00000138757 4 76649710 76649776 67 -1 ENSG00000138757 1 ENSG00000138768
ENSG00000138768 4 76735383 76831808 96426 1 ENSG00000138768 -1 ENSG00000138744
ENSG00000138744 4 76862205 76862102 -102 -1 ENSG00000138744 -1 ENSG00000198301
ENSG00000198301 4 76912116 77035811 123696 -1 ENSG00000198301 -1 ENSG00000138750
ENSG00000138750 4 77069669 77079889 10221 -1 ENSG00000138750 -1 ENSG00000138760
ENSG00000138760 4 77135047 77172873 37827 -1 ENSG00000138760 1 ENSG00000272414
ENSG00000272414 4 77232283 77356252 123970 1 ENSG00000272414 1 ENSG00000138771
ENSG00000138771 4 77704407 77870855 166449 1 ENSG00000138771 1 ENSG00000138758
ENSG00000138758 4 77961538 77968310 6773 1 ENSG00000138758 -1 ENSG00000118816
ENSG00000118816 4 77997159 78078303 81145 -1 ENSG00000118816 1 ENSG00000138764
ENSG00000138764 4 78354543 78634540 279998 1 ENSG00000138764 -1 ENSG00000138767
ENSG00000138767 4 78740770 78783673 42904 -1 ENSG00000138767 1 ENSG00000169288
ENSG00000169288 4 78873945 79472672 598728 1 ENSG00000169288 1 ENSG00000138772
ENSG00000138772 4 79531598 79697495 165898 1 ENSG00000138772 1 ENSG00000138756
ENSG00000138756 4 79837527 79808280 -29246 1 ENSG00000138756 -1 ENSG00000163291
ENSG00000163291 4 79860593 83273650 3413058 -1 ENSG00000163291 -1 ENSG00000138668
ENSG00000138668 4 83295657 83343716 48060 -1 ENSG00000138668 -1 ENSG00000152795
ENSG00000152795 4 83351295 83351714 420 -1 ENSG00000152795 1 ENSG00000145293
ENSG00000145293 4 83382245 83739813 357569 1 ENSG00000145293 -1 ENSG00000138674
ENSG00000138674 4 83822320 83821836 -483 -1 ENSG00000138674 1 ENSG00000168152
ENSG00000168152 4 83841123 83831125 -9997 1 ENSG00000168152 -1 ENSG00000189308
ENSG00000189308 4 83934080 83955599 21520 -1 ENSG00000189308 1 ENSG00000138663
ENSG00000138663 4 83996972 84011200 14229 1 ENSG00000138663 -1 ENSG00000145287
ENSG00000145287 4 84058229 84182688 124460 -1 ENSG00000145287 -1 ENSG00000173085
ENSG00000173085 4 84206068 84213613 7546 -1 ENSG00000173085 -1 ENSG00000173083
ENSG00000173083 4 84256307 84328495 72189 -1 ENSG00000173083 -1 ENSG00000163312
ENSG00000163312 4 84377010 84377084 75 -1 ENSG00000163312 1 ENSG00000163319
ENSG00000163319 4 84390889 85504131 1113243 1 ENSG00000163319 1 ENSG00000163624
ENSG00000163624 4 85572492 85590703 18212 1 ENSG00000163624 -1 ENSG00000163625
ENSG00000163625 4 85887545 87515467 1627923 -1 ENSG00000163625 1 ENSG00000163629
ENSG00000163629 4 87736325 87797357 61033 1 ENSG00000163629 -1 ENSG00000163633
ENSG00000163633 4 87857355 87856153 -1201 -1 ENSG00000163633 1 ENSG00000172493
ENSG00000172493 4 88062207 88081254 19048 1 ENSG00000172493 -1 ENSG00000145332
ENSG00000145332 4 88161467 88257761 96295 -1 ENSG00000145332 -1 ENSG00000198189
ENSG00000198189 4 88312539 88343733 31195 -1 ENSG00000198189 1 ENSG00000170502
ENSG00000170502 4 88380607 88928819 548213 1 ENSG00000170502 1 ENSG00000118762
ENSG00000118762 4 88998930 89011415 12486 1 ENSG00000118762 -1 ENSG00000118777
ENSG00000118777 4 89152475 89183314 30840 -1 ENSG00000118777 -1 ENSG00000163644
ENSG00000163644 4 89205922 89299890 93969 -1 ENSG00000163644 1 ENSG00000138642
ENSG00000138642 4 89364264 89378267 14004 1 ENSG00000138642 1 ENSG00000138646
ENSG00000138646 4 89427315 89442135 14821 1 ENSG00000138646 -1 ENSG00000145337
ENSG00000145337 4 89444965 89442198 -2766 -1 ENSG00000145337 1 ENSG00000138641
ENSG00000138641 4 89629694 89647105 17412 1 ENSG00000138641 -1 ENSG00000138640
ENSG00000138640 4 90032550 90033967 1418 -1 ENSG00000138640 1 ENSG00000180346
ENSG00000180346 4 90036051 90645249 609199 1 ENSG00000180346 -1 ENSG00000145335
ENSG00000145335 4 90759467 95128761 4369295 -1 ENSG00000145335 1 ENSG00000163104
ENSG00000163104 4 95212444 95373036 160593 1 ENSG00000163104 1 ENSG00000163110
ENSG00000163110 4 95589378 99182534 3593157 1 ENSG00000163110 1 ENSG00000138698
ENSG00000138698 4 99365013 99792834 427822 1 ENSG00000138698 -1 ENSG00000151247
ENSG00000151247 4 99851789 99916770 64982 -1 ENSG00000151247 1 ENSG00000164024
ENSG00000164024 4 99983965 99992131 8167 1 ENSG00000164024 -1 ENSG00000197894
ENSG00000197894 4 100009953 100467865 457913 -1 ENSG00000197894 -1 ENSG00000145331
ENSG00000145331 4 100485190 100799492 314303 -1 ENSG00000145331 -1 ENSG00000109270
ENSG00000109270 4 100815648 100817404 1757 -1 ENSG00000109270 -1 ENSG00000164031
ENSG00000164031 4 100867884 100869242 1359 -1 ENSG00000164031 -1 ENSG00000164032
ENSG00000164032 4 100871546 101944565 1073020 -1 ENSG00000164032 -1 ENSG00000138814
ENSG00000138814 4 102269436 103172197 902762 -1 ENSG00000138814 -1 ENSG00000138821
ENSG00000138821 4 103352416 103422485 70070 -1 ENSG00000138821 1 ENSG00000109320
ENSG00000109320 4 103538460 103552659 14200 1 ENSG00000109320 -1 ENSG00000109323
ENSG00000109323 4 103682152 103715539 33388 -1 ENSG00000109323 -1 ENSG00000109332
ENSG00000109332 4 103790054 103790134 81 -1 ENSG00000109332 1 ENSG00000145354
ENSG00000145354 4 103810400 103941024 130625 1 ENSG00000145354 -1 ENSG00000164038
ENSG00000164038 4 104006987 104000591 -6395 -1 ENSG00000164038 -1 ENSG00000164039
ENSG00000164039 4 104021041 104026962 5922 -1 ENSG00000164039 -1 ENSG00000138778
ENSG00000138778 4 104119567 106067031 1947465 -1 ENSG00000138778 1 ENSG00000168769
ENSG00000168769 4 106200974 106290233 89260 1 ENSG00000168769 -1 ENSG00000138777
ENSG00000138777 4 106395239 106603783 208545 -1 ENSG00000138777 -1 ENSG00000138785
ENSG00000138785 4 106817144 106965473 148330 -1 ENSG00000138785 -1 ENSG00000145348
ENSG00000145348 4 107242653 107236700 -5952 -1 ENSG00000145348 1 ENSG00000164022
ENSG00000164022 4 107270384 108511432 1241049 1 ENSG00000164022 -1 ENSG00000138801
ENSG00000138801 4 108641609 108745718 104110 -1 ENSG00000138801 1 ENSG00000164023
ENSG00000164023 4 108836204 108910869 74666 1 ENSG00000164023 1 ENSG00000138796
ENSG00000138796 4 108956332 109541721 585390 1 ENSG00000138796 1 ENSG00000109475
ENSG00000109475 4 109551569 109571739 20171 1 ENSG00000109475 1 ENSG00000198856
ENSG00000198856 4 109588977 109663195 74219 1 ENSG00000198856 -1 ENSG00000164089
ENSG00000164089 4 109684211 109731876 47666 -1 ENSG00000164089 -1 ENSG00000188517
ENSG00000188517 4 110223814 110354927 131114 -1 ENSG00000188517 1 ENSG00000138802
ENSG00000138802 4 110462053 110481360 19308 1 ENSG00000138802 1 ENSG00000005059
ENSG00000005059 4 110609875 110609784 -90 1 ENSG00000005059 -1 ENSG00000138794
ENSG00000138794 4 110624740 110631144 6405 -1 ENSG00000138794 -1 ENSG00000123739
ENSG00000123739 4 110651234 110736665 85432 -1 ENSG00000123739 1 ENSG00000109534
ENSG00000109534 4 110745894 110967001 221108 1 ENSG00000109534 -1 ENSG00000170522
ENSG00000170522 4 111120356 111538578 418223 -1 ENSG00000170522 -1 ENSG00000164093
ENSG00000164093 4 111563280 113066552 1503273 -1 ENSG00000164093 1 ENSG00000174749
ENSG00000174749 4 113110238 113152892 42655 1 ENSG00000174749 1 ENSG00000138660
ENSG00000138660 4 113191204 113196782 5579 1 ENSG00000138660 -1 ENSG00000145365
ENSG00000145365 4 113207060 113206664 -395 -1 ENSG00000145365 1 ENSG00000073331
ENSG00000073331 4 113363777 113460491 96715 1 ENSG00000073331 -1 ENSG00000138658
ENSG00000138658 4 113558152 113558119 -32 -1 ENSG00000138658 1 ENSG00000174720
ENSG00000174720 4 113578749 114372187 793439 1 ENSG00000174720 -1 ENSG00000145349
ENSG00000145349 4 114683084 115519610 836527 -1 ENSG00000145349 1 ENSG00000174607
ENSG00000174607 4 115599381 115748918 149538 1 ENSG00000174607 -1 ENSG00000138653
ENSG00000138653 4 116035033 119606522 3571490 -1 ENSG00000138653 1 ENSG00000145388
ENSG00000145388 4 119633807 119643977 10171 1 ENSG00000145388 -1 ENSG00000150961
ENSG00000150961 4 119759839 120133741 373903 -1 ENSG00000150961 1 ENSG00000145390
ENSG00000145390 4 120216673 120218206 1534 1 ENSG00000145390 -1 ENSG00000164096
ENSG00000164096 4 120225601 120980576 754976 -1 ENSG00000164096 -1 ENSG00000164109
ENSG00000164109 4 120988230 121606073 617844 -1 ENSG00000164109 -1 ENSG00000138738
ENSG00000138738 4 121844026 122589109 745084 -1 ENSG00000138738 -1 ENSG00000164111
ENSG00000164111 4 122618269 122722471 104203 -1 ENSG00000164111 1 ENSG00000123737
ENSG00000123737 4 122738177 122737598 -578 1 ENSG00000123737 -1 ENSG00000145386
ENSG00000145386 4 122745088 122745594 507 -1 ENSG00000145386 -1 ENSG00000138686
ENSG00000138686 4 122791653 123073487 281835 -1 ENSG00000138686 1 ENSG00000138688
ENSG00000138688 4 123283914 123747862 463949 1 ENSG00000138688 1 ENSG00000138685
ENSG00000138685 4 123819392 123813729 -5662 1 ENSG00000138685 -1 ENSG00000170917
ENSG00000170917 4 123844124 123844228 105 -1 ENSG00000170917 1 ENSG00000145375
ENSG00000145375 4 124235810 125585206 1349397 1 ENSG00000145375 -1 ENSG00000151458
ENSG00000151458 4 125633888 128544425 2910538 -1 ENSG00000151458 1 ENSG00000164066
ENSG00000164066 4 128637931 128702975 65045 1 ENSG00000164066 1 ENSG00000164070
ENSG00000164070 4 128755227 128802015 46789 1 ENSG00000164070 1 ENSG00000142731
ENSG00000142731 4 128820351 128838959 18609 1 ENSG00000142731 -1 ENSG00000164073
ENSG00000164073 4 128887151 128886460 -690 -1 ENSG00000164073 1 ENSG00000164074
ENSG00000164074 4 128960867 128982422 21556 1 ENSG00000164074 1 ENSG00000138709
ENSG00000138709 4 129144087 129190396 46310 1 ENSG00000138709 -1 ENSG00000164040
ENSG00000164040 4 129209985 129730778 520794 -1 ENSG00000164040 1 ENSG00000077684
ENSG00000077684 4 129796380 129786075 -10304 1 ENSG00000077684 -1 ENSG00000151466
ENSG00000151466 4 130014765 130014471 -293 -1 ENSG00000151466 1 ENSG00000151470
ENSG00000151470 4 130034488 134070469 4035982 1 ENSG00000151470 1 ENSG00000138650
ENSG00000138650 4 134129357 135117487 988131 1 ENSG00000138650 -1 ENSG00000254535
ENSG00000254535 4 135122904 139085250 3962347 -1 ENSG00000254535 -1 ENSG00000151012
ENSG00000151012 4 139163504 139936942 773439 -1 ENSG00000151012 1 ENSG00000151014
ENSG00000151014 4 139966907 139949265 -17641 1 ENSG00000151014 -1 ENSG00000109381
ENSG00000109381 4 140098373 140188033 89661 -1 ENSG00000109381 -1 ENSG00000109390
ENSG00000109390 4 140223706 140222608 -1097 -1 ENSG00000109390 1 ENSG00000164134
ENSG00000164134 4 140341188 140374385 33198 1 ENSG00000164134 1 ENSG00000172007
ENSG00000172007 4 140397764 140417094 19331 1 ENSG00000172007 -1 ENSG00000145391
ENSG00000145391 4 140477929 140586921 108993 -1 ENSG00000145391 1 ENSG00000085871
ENSG00000085871 4 140661900 141178439 516540 1 ENSG00000085871 1 ENSG00000153130
ENSG00000153130 4 141303711 141309608 5898 1 ENSG00000153130 -1 ENSG00000153132
ENSG00000153132 4 141349123 141445311 96189 -1 ENSG00000153132 1 ENSG00000179387
ENSG00000179387 4 141474925 141541918 66994 1 ENSG00000179387 -1 ENSG00000109436
ENSG00000109436 4 141677275 142142040 464766 -1 ENSG00000109436 1 ENSG00000109445
ENSG00000109445 4 142155852 142557751 401900 1 ENSG00000109445 1 ENSG00000164136
ENSG00000164136 4 142655141 144106069 1450929 1 ENSG00000164136 1 ENSG00000170185
ENSG00000170185 4 144144984 144257914 112931 1 ENSG00000170185 1 ENSG00000109458
ENSG00000109458 4 144395722 144434615 38894 1 ENSG00000109458 1 ENSG00000153147
ENSG00000153147 4 144478640 146019083 1540444 1 ENSG00000153147 1 ENSG00000164163
ENSG00000164163 4 146050332 146031989 -18342 1 ENSG00000164163 -1 ENSG00000164164
ENSG00000164164 4 146101314 146402345 301032 -1 ENSG00000164164 1 ENSG00000170365
ENSG00000170365 4 146479232 147096836 617605 1 ENSG00000170365 1 ENSG00000164167
ENSG00000164167 4 147121153 147175126 53974 1 ENSG00000164167 -1 ENSG00000120519
ENSG00000120519 4 147443124 148538533 1095410 -1 ENSG00000120519 1 ENSG00000164168
ENSG00000164168 4 148593196 148558935 -34260 1 ENSG00000164168 -1 ENSG00000164169
ENSG00000164169 4 148605382 148653213 47832 -1 ENSG00000164169 1 ENSG00000071205
ENSG00000071205 4 148993932 150999425 2005494 1 ENSG00000071205 1 ENSG00000170390
ENSG00000170390 4 151178610 151185593 6984 1 ENSG00000170390 -1 ENSG00000198589
ENSG00000198589 4 151936880 152020724 83845 -1 ENSG00000198589 1 ENSG00000145425
